link,name
https://www.ikea.com/pt/pt/catalog/categories/departments/eating/18865/,Talheres
https://www.ikea.com/pt/pt/catalog/categories/departments/eating/16043/,Loiça de servir
https://www.ikea.com/pt/pt/catalog/categories/departments/eating/16044/,Café e chá
https://www.ikea.com/pt/pt/catalog/categories/departments/eating/31772/,Loiça para bebé
https://www.ikea.com/pt/pt/catalog/categories/departments/eating/18714/,Loiça para criança
https://www.ikea.com/pt/pt/catalog/categories/departments/ikea_family_products/39269/,Roupões e chinelos
https://www.ikea.com/pt/pt/catalog/categories/departments/ikea_family_products/35775/,Acessórios para bicicleta
https://www.ikea.com/pt/pt/catalog/categories/departments/ikea_family_products/16248/,"Sacos de viagem, malas e mochilas"
https://www.ikea.com/pt/pt/catalog/categories/departments/ikea_family_products/16251/,Livros
https://www.ikea.com/pt/pt/catalog/categories/departments/ikea_family_products/24847/,Jogos e tempos livres
https://www.ikea.com/pt/pt/catalog/categories/departments/ikea_family_products/16249/,Segurança
https://www.ikea.com/pt/pt/catalog/categories/seasonal/summer/cooking_and_eating/,Cozinhar e Comer
https://www.ikea.com/pt/pt/catalog/categories/seasonal/summer/summer_decoration/,Decoração
https://www.ikea.com/pt/pt/catalog/categories/seasonal/summer/outdoor_pots_plants/,Plantas e vasos para exterior
https://www.ikea.com/pt/pt/catalog/categories/seasonal/summer/14971/,Iluminação decorativa
https://www.ikea.com/pt/pt/catalog/categories/seasonal/summer/24847/,Jogos e tempos livres
